milage,model_year,price
41615,2016,12000
11860,2022,92500
27000,2015,52500
22101,2022,29430
46452,2013,22888
36000,2019,26500
13100,2019,61950
50000,2019,27000
19500,2018,32250
36000,2016,31000
21000,2016,217000
6640,2022,51999
74850,2016,21900
117000,2014,10900
51400,2016,39900
6000,2022,57999
128000,2006,37999
15000,2021,39995
119000,2016,29950
87500,2006,12999
149000,2011,7999
54700,2015,20995
45979,2021,38532
56846,2017,29000
94100,2017,49900
80150,2017,22500
11563,2013,12300
7500,2022,84000
15615,2021,78000
113000,2013,16000
74000,2018,15000
99200,2011,11900
36824,2018,23999
186040,2005,6700
58000,2020,27700
31250,2020,42500
43000,2020,46500
41199,2020,41598
22000,2022,45000
12900,2022,53000
10500,2022,50000
74725,2020,21612
61117,2021,26485
142000,2003,4800
31000,2019,34700
129355,2012,7950
204000,2010,4900
115600,2016,22500
1563,2023,62500
72166,2007,35995
26100,2018,37899
58880,2017,21000
26000,2021,104000
190640,2008,5500
37500,2020,59900
13856,2022,54000
225000,2013,13600
123256,2014,24995
11459,2021,88900
67289,2016,20490
56837,2013,10500
44168,2002,30000
59766,2019,26900
56300,2018,29950
167000,2004,8000
122770,2015,27499
59271,2019,54995
102000,2015,24500
40929,2020,44800
22000,2019,174900
19200,2022,69790
32376,2019,128000
19800,2023,134900
105000,2011,10000
122650,2016,38900
14000,2022,34999
100868,2008,15397
111000,2013,15000
38500,2021,94995
41250,2020,21865
99600,2006,5500
198000,2013,11000
20598,2021,42599
52044,2013,76500
23777,2022,30000
60660,2018,46900
26000,2015,14999
61000,2018,21800
53750,2020,32600
13735,2023,77897
32580,2019,33998
96275,2006,52500
162000,2015,32000
92040,2019,24999
73690,2017,27000
48750,2009,17900
124542,2011,8450
69000,2010,20000
148000,2004,19000
122141,2006,10500
106000,2012,15000
113294,2017,16500
24423,2021,44315
28000,2022,68750
54800,2018,37050
161000,2017,17500
28755,2019,61350
52105,2016,20499
119950,2018,20999
80081,2003,12500
24500,2021,165000
4100,2021,55000
9670,2020,103500
63250,2017,18650
69431,2017,26500
108044,2015,31380
98000,2008,13998
52253,2019,34500
23850,2022,99750
1500,2015,39500
40000,2021,32500
38718,2012,31000
84184,2018,35998
13344,2021,56500
51850,2018,28900
119500,2002,36995
30918,2021,51999
1100,2023,92000
40000,2019,27900
100500,2005,9998
54320,2020,67000
49000,2018,23450
28000,2020,134999
1750,2022,275000
130000,2007,3499
3721,2023,69645
78101,2016,34500
54000,2017,16000
185000,2011,7500
49000,2015,23500
2043,2024,81500
71750,2016,28000
5194,2020,87500
42200,2019,27500
42717,2020,33500
102260,2016,31300
11089,2022,80900
37777,2018,32500
35921,2021,42995
1800,2023,54900
163019,2014,8900
14220,2020,35500
48879,2019,49573
117200,2002,15000
25000,2016,65000
74500,2014,11499
33300,2013,21990
123921,2007,6900
12800,2021,39990
21100,2015,80000
104733,2009,15000
53000,2020,38500
17570,2021,39998
63875,2020,41900
12500,2023,29999
103990,2001,10500
7000,2022,50000
9000,2023,92000
7800,2007,19000
69289,2017,20997
106000,2011,16600
68000,2020,55999
13828,2019,43000
39600,2018,26999
92000,2003,12500
5020,2022,36500
107800,2007,15000
23827,2019,34995
25300,2020,39900
399000,2016,24500
46200,2005,49999
3158,2022,85989
26000,2021,30900
12758,2020,107900
123500,2007,27000
26840,2018,42500
17836,2021,31933
114500,2012,16100
5400,2022,89900
17500,2016,15100
56000,2017,44600
20800,2020,19000
107543,2015,13200
206000,2012,5000
37100,2018,46000
19813,2019,51900
208321,2010,3500
200000,2012,9995
66000,2012,10999
41000,2018,113000
20623,2019,36800
86000,2018,26900
1766,2022,209995
51354,2016,73000
38000,2021,72980
161000,2015,11500
74750,2012,12500
67522,2013,59500
152000,2012,9000
71273,2019,23900
37800,2017,32500
42000,2019,48990
10101,2022,44990
7900,2022,92500
45468,2020,45999
187141,2017,16995
99100,2014,32000
33500,2021,34000
102665,2016,15450
52675,2001,16995
59203,2017,23000
60100,2009,27000
43238,2021,76400
118000,2007,3600
17300,2021,31000
64800,2016,50000
1408,2022,46798
15167,2015,35000
64600,2016,41000
31112,2022,83000
23250,2018,57000
63500,2011,10500
13464,2022,46999
64776,2001,7500
9601,2022,33498
135000,2013,14000
208864,2013,7500
49872,2016,21500
90367,2009,9250
36670,2014,82499
3752,2023,84620
30761,2021,44950
13438,2022,46599
9100,2020,49895
100600,2017,10000
223824,2011,4500
96000,2016,21990
185000,2004,10500
6900,2021,79999
96400,2017,18500
67865,2018,36500
64300,2015,44850
76500,2018,33500
96343,2017,53000
74600,2018,24000
157530,2014,9995
15000,2022,95999
80000,2012,30000
83424,2018,45000
19000,2021,37999
64000,2013,67000
34068,2019,46900
20104,2021,33295
8400,2022,59950
11938,2021,209000
24670,2021,72500
16478,2013,66400
52500,2018,35000
92500,2004,12000
62930,2008,10000
116600,2007,19975
172024,2010,7500
57237,2012,22500
44600,2020,28300
181830,2013,21000
39948,2021,36791
156453,2017,40000
156193,2014,36000
27989,2020,29000
146700,2014,24999
88450,2019,42900
14065,2020,27671
36844,2020,30427
49000,2020,44900
58000,2013,17900
22800,2021,52000
78007,2014,14750
36500,2020,69900
156350,2004,3990
17710,2021,59000
149000,2013,7850
90000,2015,16000
9990,2022,64500
28663,2019,29500
124250,2015,17900
50780,2017,61000
65000,2006,43000
22457,2022,40036
19361,2022,38298
43000,2017,16500
2076,2020,115998
9712,2018,188900
131000,2005,16500
31000,2022,43000
24158,2021,44900
72865,2016,22000
89563,2014,18995
72639,2012,15000
79000,2012,19999
111564,2012,11200
75000,2018,38095
169613,2007,5900
175000,2011,9000
98500,2017,24500
53000,2012,13750
72200,2015,52500
151600,2005,7899
20000,2011,51000
170000,2010,9000
69800,2019,34600
26300,2020,46199
156111,2007,5200
172600,2016,32500
145000,2010,9000
64309,2001,7500
15183,2021,90000
28548,2020,32063
14000,2022,46900
67000,2019,44500
84786,2017,23500
93000,2008,17800
127500,2010,6000
8000,2022,60999
16500,2022,32900
55700,2013,27200
42245,2021,76598
78500,2009,12000
48619,2018,51499
51105,2021,42700
25880,2016,25500
20100,2021,69995
25083,2018,34955
69300,2002,9995
46000,2019,40000
141485,2008,6500
63990,2018,48000
19400,2020,58000
129858,2013,13490
102000,2012,10800
8700,2010,39900
49279,2018,17500
148800,2004,6500
160249,2012,12900
45000,2004,6000
169000,2006,19500
46000,2017,56000
13900,2019,315000
38000,2015,21900
42000,2006,42000
300,2024,50999
120800,2008,13900
76313,2020,35234
104000,2012,16500
97097,2010,22000
136731,2008,15900
40200,2017,24000
39105,2021,44605
23567,2017,215000
12500,2021,90000
38900,2019,34700
84272,2016,25221
58375,2016,24999
7346,2007,40999
98231,2008,15500
56000,2007,18000
13935,2020,26000
30000,2019,21250
106000,2009,12950
82978,2014,18700
58500,2018,35000
92421,2015,51900
9927,2020,27518
122945,2000,13900
110250,2006,11000
103010,2011,13500
55359,2017,15599
118500,2002,5900
7800,2022,92500
41500,2020,68000
28000,2020,59900
53500,2014,24500
33523,2021,28748
86300,2016,18000
7738,2022,33000
22001,2020,173995
14361,2022,51500
98000,2016,30000
30455,2022,37698
64552,2020,36750
103866,2017,24700
35650,2019,57999
64957,2021,39979
33700,2012,33500
96653,2012,7500
29500,2022,31000
7400,2021,116999
69000,2012,15900
198000,2005,15500
23600,2015,132900
170000,2008,7000
76500,2008,28000
73500,2007,75499
29000,2020,70000
69404,2017,29500
103000,2007,12900
70500,2015,26500
64000,2016,36995
63460,2018,33000
32199,2018,35500
69487,2020,32000
86000,2015,49000
8730,2022,48219
70000,2002,8000
70000,2017,17900
83420,2015,16000
189000,2003,2899
31500,2017,97555
85766,2015,13000
92800,2018,34000
13970,2021,75500
154,2023,274900
265000,2000,15500
95426,2011,8000
119900,2001,18000
23162,2020,25495
3950,2023,83500
80000,2006,43000
94634,2015,32500
65000,2007,33885
100000,2008,11500
500,2023,59500
7856,2021,425000
181000,2011,5500
48700,2018,27900
13500,2009,130000
87500,2017,20000
45000,2000,12500
36187,2018,28895
13666,2022,27999
50500,2007,56000
19291,2021,44340
1295,2012,49990
55000,2017,49900
74000,2010,9650
14976,2022,49999
25348,2018,33889
23133,2010,35000
34322,2018,29998
39960,2021,28500
76400,2016,31300
18533,2022,38978
7500,2023,92888
26520,2022,64000
59500,2014,33800
44000,2020,34999
111000,2001,11000
82260,2016,31906
52744,2006,37500
28200,2019,79950
194277,2000,2300
91812,2001,12850
84224,2018,43775
66690,2018,24900
41500,2018,39848
85095,2014,24900
39000,2015,17900
20500,2022,46500
112000,2019,61995
1716,2023,39998
90360,2016,15499
82146,2020,30825
16850,2020,41000
101000,2003,28000
68750,2015,25999
5858,2018,491836
143000,2004,3200
152270,2005,6900
19605,2021,33591
19200,2020,69999
64500,2004,5900
149000,2011,18995
5918,2018,179900
37226,2019,34998
71924,2017,13700
5718,2021,279991
122200,2014,21500
37248,2020,54500
64800,2008,24700
112180,2014,12599
149130,2015,35000
88000,2020,35500
74000,2018,27950
44460,2019,34500
96000,2015,17000
75000,2005,17500
95000,2014,17900
49799,2016,37500
27407,2006,21750
23339,2020,34645
74122,2016,35900
14745,2021,38998
2700,2021,85950
190000,2012,6000
90236,2014,9999
4000,2020,50000
2220,2022,115999
124000,2017,32000
45163,2019,35690
49400,2020,20900
11256,2020,124900
13700,2021,75000
174678,2011,9500
1600,2022,59000
15509,2019,229900
69849,2020,48149
160000,2008,17000
40000,2016,9500
228000,2007,3850
187000,2008,6100
102000,2015,17000
48000,2016,24995
163500,2012,5949
1500,2023,149000
2100,2021,136900
66281,2018,63500
18000,2021,39499
27300,2014,21500
19319,2020,24899
32936,2016,90000
30450,2017,52999
38200,2017,29500
26315,2020,31871
110000,2003,8900
19700,2014,13500
192000,2008,11000
26000,2017,116911
98313,2008,7495
66500,2021,28500
19877,2022,18999
16100,2021,25500
83858,2016,27633
24108,2020,56000
42609,2020,32107
160000,2017,7750
121525,2017,28500
6423,2023,42500
62310,2007,12900
21444,2021,29995
112000,2015,29500
60000,2013,16500
153250,2013,4399
57000,2019,39900
140401,2011,16000
5500,2023,70000
2010,2022,89000
24360,2018,31500
96800,2013,11000
34988,2014,21500
65750,2012,15995
56654,2019,43860
140200,2016,10500
122971,2016,12999
227010,2008,3850
271000,2004,9500
13800,2022,234000
171079,2001,27500
24915,2021,44791
15577,2022,19599
102370,2014,21373
16000,2011,229000
122000,2012,15000
48500,2016,15999
53500,2018,31500
315000,2004,9200
158000,2006,8500
43850,2019,30000
73500,2015,19000
153350,2014,9000
74000,2019,25500
52000,2013,17500
250,2022,52000
145000,2017,8500
40971,2020,32500
248000,2010,14000
940,2023,146000
38000,2018,60500
128000,2016,19500
7455,2022,68990
92000,2016,19995
21450,2001,36000
43875,2021,29725
81327,2009,17500
72836,2021,41000
5072,2020,279950
161900,2007,4800
24500,2022,47000
14993,2018,44900
96000,2019,14980
7900,2022,108000
35566,2019,26000
113000,2008,34000
20678,2022,46000
10900,2008,129000
19079,2012,15995
155500,2008,6800
35500,2019,32300
52253,2021,25215
110000,2004,8500
59250,2016,18999
39000,2004,22000
155000,2008,37000
39250,2017,28900
23647,2020,37998
127941,2014,7500
124000,2014,24850
1500,2023,60000
70700,2014,15750
113395,2013,18800
18815,2022,61998
65000,2014,27999
23350,2019,48000
39000,2019,34000
48842,2019,39857
47800,2015,11500
52000,2022,28000
16000,2006,22000
7102,2023,40995
157000,2015,17000
9095,2023,59000
179700,2010,4500
170000,2006,7500
3420,2022,399950
93400,2021,69995
110000,2011,12000
22500,2016,78000
20800,2013,19795
100868,2018,23400
131986,2012,9000
127770,2016,13800
56985,2013,65900
106000,2014,11800
92671,2019,50000
49500,2019,55900
16741,2020,112500
133504,2011,23500
20296,2019,30599
55234,2019,19290
162482,2005,11000
42000,2002,11000
470,2022,71900
98300,2006,15900
53900,2013,27450
82849,2013,19999
25500,2009,79995
53452,2020,16995
40011,2004,23500
45800,2018,20900
15741,2022,45999
11100,2023,40200
36000,2020,44000
69750,2013,15999
19162,2021,38500
6046,2023,51598
17000,2020,21000
10832,2019,42500
173452,2004,4000
103338,2017,17238
28000,2022,53500
51984,2019,44870
8974,2020,79900
99999,2014,10998
59400,2017,21000
47147,2020,23625
53782,2018,29950
160000,2011,4700
500,2015,37000
42000,2020,19000
64000,2018,35000
28600,2021,23999
26339,2019,36750
28644,2018,41500
148740,2008,14500
16919,2021,73000
170000,2005,9000
130000,2013,26900
1889,2022,32850
62197,2018,26691
71000,2016,24350
83400,2016,22495
74414,2019,26000
29816,2010,38000
68749,2015,45000
190395,2005,5000
34152,2015,185500
98528,2007,7450
91500,2011,13599
50850,2017,37000
199400,2005,8500
84220,2013,26500
67280,2016,41999
16538,2021,25998
66000,2018,51000
53450,2018,49999
63277,2018,20900
30900,2020,21000
60854,2019,25498
85000,2015,31000
108130,2016,18500
11400,2023,46000
63300,2013,22800
27500,2020,44000
122600,2012,12900
145565,2006,4500
66500,2016,27000
75000,2017,20000
24781,2021,28991
67000,2013,24500
24500,2019,31000
37500,2013,26000
101000,2013,59000
25000,2020,49995
245000,2000,2500
49252,2021,37999
103814,2016,14995
27000,2021,48500
60942,2021,32085
100780,2011,12000
65000,2018,41000
167000,2012,19470
161000,2008,17000
90200,2005,12499
159870,2012,9750
14550,2022,41500
38000,2018,32000
35515,2002,21000
33300,2008,34500
90189,2016,17995
1148,2023,193063
59500,2001,6500
134000,2017,26500
86281,2014,18900
34580,2020,56000
145000,2007,4200
11737,2021,33687
25535,2020,68969
67499,2016,27500
220450,2004,8550
20200,2018,42950
40000,2000,15400
80300,2015,22000
63150,2017,21500
48210,2018,24999
115359,2012,9950
90601,2018,26000
132200,2000,26900
4000,2023,65000
32000,2019,32750
95070,2016,12750
148000,2017,13000
125519,2014,16000
90000,2013,14500
49650,2018,23750
149800,2015,11600
37161,2019,26990
188000,2000,10000
111700,2016,15500
72784,2016,34900
150000,2007,9999
140450,2012,8500
132700,2010,10700
49000,2020,40000
2058,2023,101999
23442,2019,44500
23749,2021,35999
35048,2021,52590
91239,2016,17500
2950,2022,131000
59678,2019,33700
2010,2022,55000
80354,2014,13310
105674,2018,34995
92700,2013,20800
101387,2016,16000
36544,2021,33290
41000,2019,39900
115872,2013,9500
135603,2011,7000
26540,2020,46995
35134,2011,12400
49990,2020,53000
153818,2011,29800
58060,2017,26000
36000,2015,84999
17000,2022,69999
99982,2013,6900
106000,2019,12000
82500,2014,15000
41500,2018,61000
92984,2015,17000
120000,2007,6750
25548,2015,49000
65441,2018,38000
39611,2020,89900
154860,2010,17900
7008,2021,151900
21057,2022,99800
39750,2016,21995
14900,2003,32850
71312,2018,17899
43500,2015,66500
34000,2020,59335
32250,2021,36000
194000,2011,3500
2000,2023,175000
53705,2018,25900
714,2023,349950
10900,2022,53900
2116,2022,90998
33000,2020,62999
43000,2020,40000
